level_0	index	sid	nid	size	dilated_size	scaling	magnification	image_type	Channel	Nuclei	x	y	z	Value	FWHM	SNR	NSNR	Label	SNR2	Value2
3587	13681	5	200	3261	7608	1.0	20x	raw	a647	196	628.035	530.872	55.054	0.095	1.651	2.35	1.082	0	1.36777039520954	0.095
3317	13411	5	190	8837	16299	1.0	20x	raw	a647	126	653.101	291.966	52.996	0.099	3.29	1.829	0.956	0	1.64345380505989	0.099
3218	13312	5	111	4792	8601	1.0	20x	raw	a647	256	320.946	666.9780000000002	55.996	0.101	1.78	2.574	1.036	0	3.21628961273116	0.101
3219	13313	5	110	4164	9148	1.0	20x	raw	a647	0	341.9530000000001	107.035	45.03100000000001	0.101	1.869	5.4220000000000015	-1.0	0	3.8233879715782497	0.101
3220	13314	5	102	4223	6200	1.0	20x	raw	a647	225	329.903	614.276	52.032	0.101	2.4930000000000003	2.089	0.989	0	2.16084750976893	0.101
3221	13315	5	110	4164	9148	1.0	20x	raw	a647	0	342.967	108.091	46.03100000000001	0.101	4.132	4.323	-1.0	0	2.725038594144709	0.101
3222	13316	5	82	5343	12092	1.0	20x	raw	a647	0	241.071	501.968	53.027	0.101	1.997	2.6710000000000003	-1.0	0	2.68833254346738	0.101
3223	13317	5	101	5535	10262	1.0	20x	raw	a647	225	313.009	645.021	55.953	0.101	2.5810000000000004	2.4130000000000003	1.012	0	1.8046750426600704	0.101
3224	13318	5	195	3744	10193	1.0	20x	raw	a647	0	641.064	12.101	51.076	0.101	2.178	5.037	-1.0	0	4.71934808138561	0.101
3225	13319	5	116	5004	10706	1.0	20x	raw	a647	122	329.031	276.975	54.073	0.101	2.881	0.8420000000000001	1.011	0	1.25645070564568	0.101
3504	13598	5	116	5004	10706	1.0	20x	raw	a647	122	339.026	289.986	50.98	0.096	1.311	9.456	1.156	0	9.392580217831007	0.096
3227	13321	5	76	5367	11105	1.0	20x	raw	a647	0	208.918	270.959	50.914	0.101	1.461	5.874	-1.0	0	5.68329697558152	0.101
3229	13323	5	35	9279	18351	1.0	20x	raw	a647	37	113.139	54.886	59.847	0.101	2.531	2.755	1.064	0	2.36252485808286	0.101
3230	13324	5	25	15461	25741	1.0	20x	raw	a647	184	112.959	498.206	54.875	0.101	2.059	1.1909999999999998	1.037	0	1.34272521514989	0.101
3232	13326	5	76	5367	11105	1.0	20x	raw	a647	0	232.911	269.957	54.02	0.101	1.01	3.911	-1.0	0	3.25260856014744	0.101
3233	13327	5	25	15461	25741	1.0	20x	raw	a647	0	90.95	497.957	55.103	0.101	1.418	4.408	-1.0	0	4.39961503917969	0.101
3234	13328	5	12	2223	3435	1.0	20x	raw	a647	0	19.04	647.0419999999998	48.087	0.101	2.515	4.559	-1.0	0	4.18837562055875	0.101
3235	13329	5	158	4725	10934	1.0	20x	raw	a647	230	514.082	601.97	49.987	0.101	4.199	2.906	1.096	0	3.1424753682639106	0.101
3237	13331	5	52	15752	30161	1.0	20x	raw	a647	0	173.03900000000004	283.985	54.072	0.101	1.1909999999999998	5.65	-1.0	0	4.76567745396615	0.101
3239	13333	5	94	13899	28532	1.0	20x	raw	a647	166	286.982	383.01	56.952	0.101	2.495	4.506	1.063	0	3.41859581286017	0.101
3240	13334	5	86	6900	13348	1.0	20x	raw	a647	76	249.05900000000003	212.015	58.88	0.101	3.79	2.228	1.001	0	1.5530534347823	0.101
3242	13336	5	123	8010	14739	1.0	20x	raw	a647	0	391.976	601.888	55.032	0.101	1.869	4.244	-1.0	0	2.78991461762742	0.101
3244	13338	5	31	10404	19370	1.0	20x	raw	a647	0	67.095	597.067	53.99	0.101	1.16	7.521	-1.0	0	3.65216863792359	0.101
3246	13340	5	124	6849	11655	1.0	20x	raw	a647	233	385.081	639.005	55.844	0.101	2.9610000000000003	8.604	1.018	0	4.88127733331951	0.101
3247	13341	5	41	6195	12343	1.0	20x	raw	a647	0	129.997	537.04	56.964	0.101	2.13	3.576	-1.0	0	3.9799445084388303	0.101
3250	13344	5	111	4792	8601	1.0	20x	raw	a647	256	308.02	668.166	49.937	0.1	1.117	9.137	1.0659999999999998	0	5.8316471021082315	0.1
3251	13345	5	159	5368	14449	1.0	20x	raw	a647	0	490.072	313.059	54.877	0.1	1.276	4.022	-1.0	0	4.23933245556137	0.1
3253	13347	5	10	4104	9652	1.0	20x	raw	a647	97	24.945	224.101	51.144	0.1	4.7410000000000005	5.224	1.156	0	4.1019318868659	0.1
3255	13349	5	171	2268	5453	1.0	20x	raw	a647	0	577.013	41.011	56.025	0.1	1.694	4.445	-1.0	0	4.05403831231286	0.1
3256	13350	5	150	6042	11114	1.0	20x	raw	a647	58	476.157	90.996	56.927	0.1	1.704	1.854	1.1	0	1.91981500120834	0.1
3257	13351	5	100	6439	11893	1.0	20x	raw	a647	225	297.911	619.971	54.055	0.1	1.32	5.777	1.083	0	4.38066513945619	0.1
3260	13354	5	31	10404	19370	1.0	20x	raw	a647	0	66.045	595.861	53.96	0.1	0.752	6.255	-1.0	0	3.34459189252665	0.1
3262	13356	5	190	8837	16299	1.0	20x	raw	a647	126	667.0989999999998	295.106	57.9	0.1	1.653	1.4509999999999998	1.039	0	1.45992489378773	0.1
3263	13357	5	190	8837	16299	1.0	20x	raw	a647	0	650.923	303.07	48.111	0.1	3.668	2.246	-1.0	0	2.05980554059613	0.1
3264	13358	5	197	8181	18877	1.0	20x	raw	a647	0	650.183	481.935	48.096	0.1	1.5419999999999998	3.013	-1.0	0	2.13444920052054	0.1
3266	13360	5	64	2223	5310	1.0	20x	raw	a647	0	198.02	89.93700000000003	59.779	0.1	2.778	1.937	-1.0	0	2.41916472428493	0.1
3267	13361	5	150	6042	11114	1.0	20x	raw	a647	0	495.936	100.834	53.995	0.1	1.406	4.579	-1.0	0	4.06762836701393	0.1
3268	13362	5	24	4185	9328	1.0	20x	raw	a647	0	100.001	544.163	57.788	0.1	1.579	7.316	-1.0	0	5.27000897389099	0.1
3269	13363	5	176	3582	8860	1.0	20x	raw	a647	18	648.015	43.904	54.08	0.1	2.137	4.869	1.058	0	3.49533906965508	0.1
3271	13365	5	19	4401	9302	1.0	20x	raw	a647	217	66.012	578.026	58.956	0.1	4.587	4.595	1.106	0	0.840999158770217	0.1
3273	13367	5	125	4689	10826	1.0	20x	raw	a647	26	383.019	46.976000000000006	62.852	0.1	1.794	5.575	1.107	0	5.75723007017192	0.1
3274	13368	5	25	15461	25741	1.0	20x	raw	a647	184	72.98100000000002	471.973	52.0	0.1	3.013	2.624	0.938	0	2.7665337043447296	0.1
3275	13369	5	121	22644	45593	1.0	20x	raw	a647	92	398.951	271.981	53.977	0.1	2.79	2.463	1.001	0	2.813361568473029	0.1
3279	13373	5	185	6525	15211	1.0	20x	raw	a647	177	626.935	458.054	52.067	0.1	1.756	3.993	0.986	0	3.43022091620665	0.1
3281	13375	5	176	3582	8860	1.0	20x	raw	a647	18	646.964	44.989	54.01600000000001	0.1	3.051	5.962999999999999	1.0659999999999998	0	2.42695405400764	0.1
3285	13379	5	33	4806	9364	1.0	20x	raw	a647	87	100.841	204.905	59.928	0.1	1.342	2.619	1.056	0	3.3040920664676703	0.1
3569	13663	5	108	11203	19411	1.0	20x	raw	a647	192	306.943	534.035	50.976000000000006	0.095	2.006	7.362999999999999	1.09	0	1.1927651489232098	0.095
3287	13381	5	46	8838	16577	1.0	20x	raw	a647	28	164.988	65.97399999999999	47.986	0.1	2.2	5.546	1.151	0	5.70221714066288	0.1
3289	13383	5	29	5580	12145	1.0	20x	raw	a647	0	72.097	375.912	50.063	0.1	3.4810000000000003	3.239	-1.0	0	3.4489504223049403	0.1
3290	13384	5	110	4164	9148	1.0	20x	raw	a647	0	340.787	120.964	52.01300000000001	0.1	3.198	1.3430000000000002	-1.0	0	1.4771171712872402	0.1
3291	13385	5	110	4164	9148	1.0	20x	raw	a647	0	327.959	118.853	55.057	0.1	1.663	3.594	-1.0	0	2.79312750001473	0.1
3292	13386	5	32	3897	8121	1.0	20x	raw	a647	87	88.23200000000001	190.943	57.977	0.1	2.274	1.983	0.991	0	1.6570522846398898	0.1
3295	13389	5	91	3600	10209	1.0	20x	raw	a647	0	296.039	660.25	58.774	0.1	2.7710000000000004	4.941	-1.0	0	4.48740375140634	0.1
3296	13390	5	33	4806	9364	1.0	20x	raw	a647	0	118.997	187.985	53.989	0.1	1.17	2.814	-1.0	0	1.94640021079115	0.1
3298	13392	5	129	4914	10419	1.0	20x	raw	a647	0	401.047	634.012	55.058	0.1	1.643	6.246	-1.0	0	5.4247008949265885	0.1
3299	13393	5	33	4806	9364	1.0	20x	raw	a647	87	100.961	183.975	53.959	0.1	1.761	0.971	1.171	0	1.25548504932093	0.1
3300	13394	5	35	9279	18351	1.0	20x	raw	a647	37	121.825	68.993	54.928	0.1	1.385	4.907	1.0759999999999998	0	4.22442419338312	0.1
3301	13395	5	121	22644	45593	1.0	20x	raw	a647	0	426.073	261.14	47.146	0.099	4.255	6.136	-1.0	0	1.760690413952	0.099
3302	13396	5	159	5368	14449	1.0	20x	raw	a647	147	507.119	327.032	50.927	0.099	2.107	8.509	1.08	0	2.86706991084755	0.099
3303	13397	5	159	5368	14449	1.0	20x	raw	a647	147	512.01	339.92	52.111	0.099	1.45	1.988	1.045	0	1.20022342732435	0.099
3304	13398	5	121	22644	45593	1.0	20x	raw	a647	92	386.052	219.049	52.984	0.099	2.96	3.861	1.033	0	5.00893393540239	0.099
3305	13399	5	56	7374	15971	1.0	20x	raw	a647	82	173.93900000000005	192.998	57.909	0.099	1.128	6.047999999999999	1.128	0	6.27152114706331	0.099
3307	13401	5	35	9279	18351	1.0	20x	raw	a647	37	100.056	71.944	60.855	0.099	1.162	2.278	1.014	0	1.34193323647832	0.099
3308	13402	5	184	3609	8344	1.0	20x	raw	a647	0	596.018	268.968	49.063	0.099	1.4069999999999998	12.899	-1.0	0	6.10099932985222	0.099
3309	13403	5	23	5823	12905	1.0	20x	raw	a647	0	76.008	300.047	53.025	0.099	2.5580000000000003	2.855	-1.0	0	2.1117986486583	0.099
3310	13404	5	23	5823	12905	1.0	20x	raw	a647	0	77.015	299.027	50.002	0.099	2.073	4.243	-1.0	0	3.24875833800384	0.099
3311	13405	5	4	6966	12391	1.0	20x	raw	a647	149	18.007	363.049	51.066	0.099	2.165	2.886	1.006	0	2.27172791913348	0.099
3313	13407	5	108	11203	19411	1.0	20x	raw	a647	0	352.986	553.8330000000002	55.059	0.099	1.085	5.016	-1.0	0	3.08313347297709	0.099
3316	13410	5	94	13899	28532	1.0	20x	raw	a647	0	297.874	420.12	51.058	0.099	2.47	1.508	-1.0	0	1.44995887122304	0.099
3319	13413	5	182	6043	11620	1.0	20x	raw	a647	0	585.962	558.0	56.06100000000001	0.099	1.48	2.642	-1.0	0	3.0658260152149803	0.099
3320	13414	5	128	2601	7405	1.0	20x	raw	a647	0	415.003	452.08	50.045	0.099	1.457	4.988	-1.0	0	5.474786644527381	0.099
3321	13415	5	88	3301	6347	1.0	20x	raw	a647	76	288.008	155.05	50.049	0.099	3.2910000000000004	2.758	0.965	0	1.68883688394375	0.099
3322	13416	5	87	5492	9613	1.0	20x	raw	a647	0	262.023	136.075	56.938	0.099	1.329	5.6629999999999985	-1.0	0	5.43579174041178	0.099
3323	13417	5	24	4185	9328	1.0	20x	raw	a647	184	129.132	473.958	49.005	0.099	1.3530000000000002	2.079	1.144	0	1.82094521883836	0.099
3324	13418	5	191	5751	11105	1.0	20x	raw	a647	0	633.9780000000002	138.942	55.999	0.099	1.177	4.327	-1.0	0	3.52574541139772	0.099
3328	13422	5	28	4014	8678	1.0	20x	raw	a647	30	65.065	41.049	55.995	0.099	1.59	8.28	1.089	0	7.092862462493138	0.099
3327	13421	5	98	5796	12295	1.0	20x	raw	a647	0	303.976	477.992	51.12300000000001	0.099	2.35	2.988	-1.0	0	3.24903302802151	0.099
3331	13425	5	26	12850	20280	1.0	20x	raw	a647	184	68.98899999999999	510.815	57.024	0.099	2.238	2.077	1.047	0	2.37458028530406	0.099
3337	13431	5	43	2412	6943	1.0	20x	raw	a647	0	141.019	396.974	58.963	0.099	2.619	3.438	-1.0	0	3.76239321443435	0.099
3338	13432	5	204	1692	5221	1.0	20x	raw	a647	150	655.9789999999998	363.072	56.982	0.099	4.155	3.596	1.128	0	4.02517541306498	0.099
3339	13433	5	166	6724	12973	1.0	20x	raw	a647	0	532.988	40.079	54.972	0.099	1.804	4.517	-1.0	0	4.69042455292428	0.099
3341	13435	5	172	12069	23219	1.0	20x	raw	a647	27	583.854	60.054	50.026	0.099	1.608	2.827	1.088	0	1.73998105948572	0.099
3342	13436	5	124	6849	11655	1.0	20x	raw	a647	233	376.039	609.94	55.928	0.099	2.35	6.957000000000002	1.082	0	5.425581074174732	0.099
3343	13437	5	188	1632	3799	1.0	20x	raw	a647	126	608.006	296.015	51.011	0.099	1.962	4.113	1.0	0	2.6626649478097	0.099
3344	13438	5	55	6465	12106	1.0	20x	raw	a647	227	147.974	608.001	59.949	0.099	4.158	4.383	1.046	0	2.7672417333132704	0.099
3345	13439	5	129	4914	10419	1.0	20x	raw	a647	0	401.048	633.057	53.038	0.098	1.289	6.401	-1.0	0	5.6413558507475	0.098
3346	13440	5	118	4161	8707	1.0	20x	raw	a647	0	347.976	601.875	54.0	0.098	2.124	2.846	-1.0	0	2.953911162724049	0.098
3348	13442	5	93	6777	11286	1.0	20x	raw	a647	0	318.913	414.035	56.037	0.098	1.966	5.587999999999999	-1.0	0	0.9322569797280172	0.098
3349	13443	5	172	12069	23219	1.0	20x	raw	a647	0	579.9590000000002	65.943	47.24100000000001	0.098	4.166	7.442	-1.0	0	6.03470301557605	0.098
3350	13444	5	172	12069	23219	1.0	20x	raw	a647	27	591.935	60.905	50.063	0.098	1.577	2.7310000000000003	1.037	0	2.0357785453869	0.098
3351	13445	5	132	4068	10657	1.0	20x	raw	a647	0	424.923	27.062	55.025	0.098	2.943	5.096	-1.0	0	4.93676052481049	0.098
3352	13446	5	93	6777	11286	1.0	20x	raw	a647	166	319.992	414.028	55.024	0.098	2.099	6.151	1.068	0	1.19419900217183	0.098
3461	13555	5	91	3600	10209	1.0	20x	raw	a647	248	266.011	653.722	55.935	0.097	1.62	3.208	1.043	0	3.33989348458658	0.097
3354	13448	5	117	2646	8015	1.0	20x	raw	a647	0	355.986	61.989	51.044	0.098	3.216	1.541	-1.0	0	2.05661506860607	0.098
3355	13449	5	190	8837	16299	1.0	20x	raw	a647	126	639.971	293.099	49.051	0.098	1.6	4.534	1.05	0	3.37061811297317	0.098
3356	13450	5	135	4410	11522	1.0	20x	raw	a647	224	435.934	622.979	49.994	0.098	1.32	5.7010000000000005	1.075	0	3.6697351979785298	0.098
3357	13451	5	26	12850	20280	1.0	20x	raw	a647	184	73.05	503.989	56.927	0.098	1.182	5.915	1.104	0	5.112072439586879	0.098
3358	13452	5	51	2827	5456	1.0	20x	raw	a647	109	155.859	299.952	54.117	0.098	1.393	1.091	1.044	0	1.20187471477046	0.098
3359	13453	5	26	12850	20280	1.0	20x	raw	a647	0	89.055	512.935	56.0	0.098	1.405	2.168	-1.0	0	1.7583851322344	0.098
3361	13455	5	121	22644	45593	1.0	20x	raw	a647	92	401.967	211.957	52.097	0.098	2.278	5.619	1.07	0	5.3369938000429284	0.098
3362	13456	5	117	2646	8015	1.0	20x	raw	a647	0	358.028	62.958	59.019	0.098	3.706	3.836	-1.0	0	3.81846670662944	0.098
3365	13459	5	52	15752	30161	1.0	20x	raw	a647	0	222.956	289.045	56.923	0.098	4.9030000000000005	2.086	-1.0	0	2.5863788264500003	0.098
3366	13460	5	190	8837	16299	1.0	20x	raw	a647	0	673.169	311.987	53.024	0.098	2.83	1.533	-1.0	0	1.46452794419808	0.098
3369	13463	5	21	8613	17164	1.0	20x	raw	a647	200	90.097	561.976	55.917	0.098	1.392	1.124	0.974	0	0.545331360009191	0.098
3370	13464	5	197	8181	18877	1.0	20x	raw	a647	0	655.092	460.955	52.004	0.098	1.375	2.106	-1.0	0	2.1162185242431204	0.098
3371	13465	5	100	6439	11893	1.0	20x	raw	a647	0	295.967	630.004	47.984	0.098	3.259	2.07	-1.0	0	2.43173497697404	0.098
3372	13466	5	33	4806	9364	1.0	20x	raw	a647	87	96.876	185.031	48.152	0.098	1.406	1.5759999999999998	1.033	0	1.9229383015296704	0.098
3373	13467	5	33	4806	9364	1.0	20x	raw	a647	87	99.023	197.045	54.032	0.098	1.52	0.6629999999999999	1.015	0	1.1038813862204802	0.098
3374	13468	5	111	4792	8601	1.0	20x	raw	a647	0	326.993	658.927	46.18600000000001	0.098	3.665	2.275	-1.0	0	2.9661388241772206	0.098
3375	13469	5	159	5368	14449	1.0	20x	raw	a647	0	484.945	317.01	52.06800000000001	0.098	1.4380000000000002	6.148	-1.0	0	5.844324657653542	0.098
3376	13470	5	31	10404	19370	1.0	20x	raw	a647	0	88.917	616.119	49.986	0.098	1.4169999999999998	2.485	-1.0	0	2.41558213807396	0.098
3377	13471	5	25	15461	25741	1.0	20x	raw	a647	0	114.176	482.86	47.145	0.098	4.24	5.159	-1.0	0	1.88300859923511	0.098
3379	13473	5	46	8838	16577	1.0	20x	raw	a647	28	165.00799999999995	68.008	55.994	0.098	2.138	3.51	1.142	0	3.50642328219067	0.098
3380	13474	5	64	2223	5310	1.0	20x	raw	a647	0	202.018	87.031	47.115	0.098	4.06	3.958	-1.0	0	4.15481833725353	0.098
3381	13475	5	68	14805	28437	1.0	20x	raw	a647	167	230.013	478.15	79.118	0.098	1.676	5.27	0.997	0	3.7969519735185298	0.098
3382	13476	5	5	2646	5368	1.0	20x	raw	a647	0	20.706	395.98800000000006	54.052	0.098	1.632	2.911	-1.0	0	1.1295455193160802	0.098
3383	13477	5	123	8010	14739	1.0	20x	raw	a647	216	393.982	589.929	50.979	0.098	2.6910000000000003	1.761	1.004	0	2.45034253624814	0.098
3384	13478	5	123	8010	14739	1.0	20x	raw	a647	0	369.956	575.941	54.915	0.098	3.637	4.401	-1.0	0	3.290426833890109	0.098
3385	13479	5	123	8010	14739	1.0	20x	raw	a647	0	382.919	603.82	49.967	0.098	2.114	5.809	-1.0	0	4.35283507355843	0.098
3386	13480	5	46	8838	16577	1.0	20x	raw	a647	0	156.996	81.102	49.996	0.098	1.503	1.516	-1.0	0	1.53946988287616	0.098
3388	13482	5	108	11203	19411	1.0	20x	raw	a647	0	345.9369999999999	536.025	52.052	0.098	1.406	6.476	-1.0	0	6.11838020109363	0.098
3389	13483	5	110	4164	9148	1.0	20x	raw	a647	61	334.059	116.102	56.94	0.098	1.396	7.191	1.122	0	4.8113696259579815	0.098
3390	13484	5	180	2689	4764	1.0	20x	raw	a647	18	607.836	65.958	51.099	0.098	2.051	3.303	1.127	0	2.8793018762361497	0.098
3391	13485	5	174	13851	28037	1.0	20x	raw	a647	153	613.9540000000002	397.021	49.15	0.098	1.6780000000000002	2.422	1.0590000000000002	0	2.57784845235723	0.098
3392	13486	5	101	5535	10262	1.0	20x	raw	a647	225	312.031	646.0409999999998	45.988	0.098	1.554	2.504	1.0	0	2.77087982035985	0.098
3393	13487	5	125	4689	10826	1.0	20x	raw	a647	0	405.007	47.027	63.953	0.098	1.961	4.095	-1.0	0	3.57110827280826	0.098
3394	13488	5	144	6597	14236	1.0	20x	raw	a647	235	477.943	638.06	52.867	0.098	4.6789999999999985	1.465	1.041	0	1.9120203883403	0.098
3395	13489	5	98	5796	12295	1.0	20x	raw	a647	180	296.898	474.029	55.874	0.098	1.3969999999999998	1.707	0.975	0	1.51693016699219	0.098
3396	13490	5	110	4164	9148	1.0	20x	raw	a647	61	330.016	108.881	48.967	0.098	1.406	2.889	1.0759999999999998	0	3.0701752241976803	0.098
3398	13492	5	13	13069	18953	1.0	20x	raw	a647	0	59.00899999999999	659.961	49.04600000000001	0.097	1.4469999999999998	2.352	-1.0	0	2.0677886434655903	0.097
3400	13494	5	198	13479	24523	1.0	20x	raw	a647	0	616.938	93.971	56.96100000000001	0.097	1.74	1.883	-1.0	0	2.4073367138281	0.097
3401	13495	5	121	22644	45593	1.0	20x	raw	a647	92	393.936	220.035	55.056	0.097	1.547	2.716	1.043	0	2.84050564170058	0.097
3402	13496	5	13	13069	18953	1.0	20x	raw	a647	239	73.043	664.878	56.997	0.097	2.207	4.648	1.137	0	4.16181194182024	0.097
3403	13497	5	108	11203	19411	1.0	20x	raw	a647	192	315.07	533.964	49.922	0.097	2.063	2.635	1.062	0	3.16868009393471	0.097
3404	13498	5	108	11203	19411	1.0	20x	raw	a647	192	342.015	551.03	61.01600000000001	0.097	2.563	5.357	1.102	0	4.793363345892501	0.097
3405	13499	5	126	11097	21116	1.0	20x	raw	a647	44	385.038	66.98100000000001	59.88	0.097	2.019	4.293	1.036	0	4.75600031345323	0.097
3406	13500	5	121	22644	45593	1.0	20x	raw	a647	0	423.93	260.10900000000004	48.195	0.097	4.386	6.5	-1.0	0	1.55453327558386	0.097
3409	13503	5	121	22644	45593	1.0	20x	raw	a647	92	401.097	251.04	55.045	0.097	1.536	2.597	1.006	0	1.49580139398108	0.097
3410	13504	5	108	11203	19411	1.0	20x	raw	a647	0	352.982	563.0830000000002	57.993	0.097	2.099	3.221	-1.0	0	3.3593873045943905	0.097
3411	13505	5	31	10404	19370	1.0	20x	raw	a647	0	87.91799999999998	613.9540000000002	51.029	0.097	1.533	2.124	-1.0	0	2.13931966429976	0.097
3412	13506	5	108	11203	19411	1.0	20x	raw	a647	192	332.954	534.9580000000002	49.007	0.097	1.876	3.708	1.067	0	4.17223331108424	0.097
3413	13507	5	138	2808	7604	1.0	20x	raw	a647	0	457.112	366.106	54.896	0.097	3.38	3.006	-1.0	0	1.9411963084544297	0.097
3414	13508	5	135	4410	11522	1.0	20x	raw	a647	224	447.049	597.086	52.869	0.097	1.8	5.381	1.036	0	4.54460476432387	0.097
3415	13509	5	123	8010	14739	1.0	20x	raw	a647	216	390.949	580.033	55.854	0.097	1.578	10.441	1.079	0	5.86023390444481	0.097
3436	13530	5	68	14805	28437	1.0	20x	raw	a647	0	237.914	433.037	53.937	0.097	1.4169999999999998	4.952	-1.0	0	3.4656327936518103	0.097
3417	13511	5	67	4644	10675	1.0	20x	raw	a647	0	199.056	422.98	48.11	0.097	2.137	4.41	-1.0	0	3.91947526533123	0.097
3418	13512	5	99	4347	10313	1.0	20x	raw	a647	25	309.002	42.052	54.95	0.097	2.298	5.3820000000000014	1.054	0	5.1550876669587895	0.097
3419	13513	5	99	4347	10313	1.0	20x	raw	a647	25	309.003	43.087	55.937	0.097	2.006	5.834	1.072	0	4.45473213256762	0.097
3420	13514	5	4	6966	12391	1.0	20x	raw	a647	149	38.938	368.923	52.941	0.097	2.518	2.528	1.006	0	2.6654723049652995	0.097
3422	13516	5	187	3477	8300	1.0	20x	raw	a647	0	598.8919999999998	328.99300000000005	55.887	0.097	1.277	1.978	-1.0	0	2.62698287992163	0.097
3423	13517	5	110	4164	9148	1.0	20x	raw	a647	61	329.936	116.08	56.95399999999999	0.097	2.188	5.619	1.086	0	4.64573924912063	0.097
3424	13518	5	191	5751	11105	1.0	20x	raw	a647	69	624.123	146.069	59.802	0.097	1.526	2.509	1.037	0	2.7018749279051804	0.097
3425	13519	5	144	6597	14236	1.0	20x	raw	a647	235	477.941	640.003	55.984	0.097	2.1790000000000003	4.537	1.091	0	4.06481768110937	0.097
3427	13521	5	110	4164	9148	1.0	20x	raw	a647	0	304.88	112.817	51.056	0.097	1.727	2.942	-1.0	0	1.5954254131137202	0.097
3429	13523	5	46	8838	16577	1.0	20x	raw	a647	28	164.824	76.13600000000002	58.017	0.097	2.14	3.768	1.113	0	3.00212500373863	0.097
3430	13524	5	46	8838	16577	1.0	20x	raw	a647	28	145.887	83.124	61.812	0.097	1.545	10.367	1.111	0	7.255700858467192	0.097
3431	13525	5	33	4806	9364	1.0	20x	raw	a647	0	97.004	177.979	51.163	0.097	4.603	2.5660000000000003	-1.0	0	2.4815525260774103	0.097
3433	13527	5	51	2827	5456	1.0	20x	raw	a647	109	162.13299999999995	301.057	46.216	0.097	2.305	5.05	1.153	0	4.96424830363375	0.097
3434	13528	5	31	10404	19370	1.0	20x	raw	a647	226	91.046	611.04	52.98	0.097	2.647	2.048	0.989	0	1.94271455062372	0.097
3441	13535	5	192	5904	10836	1.0	20x	raw	a647	232	630.227	608.924	51.12300000000001	0.097	1.703	3.653	1.092	0	2.41465434464284	0.097
3442	13536	5	172	12069	23219	1.0	20x	raw	a647	0	586.019	95.998	55.913	0.097	1.4069999999999998	3.936	-1.0	0	4.097312869049589	0.097
3444	13538	5	94	13899	28532	1.0	20x	raw	a647	166	285.1140000000001	388.925	53.957	0.097	4.775	2.055	1.058	0	1.87391825367142	0.097
3445	13539	5	94	13899	28532	1.0	20x	raw	a647	166	285.033	390.017	54.934	0.097	2.689	3.583	1.052	0	3.46439906472003	0.097
3446	13540	5	55	6465	12106	1.0	20x	raw	a647	227	156.917	600.768	51.166	0.097	0.8590000000000001	3.548	1.03	0	2.39286944135273	0.097
3447	13541	5	37	8136	15329	1.0	20x	raw	a647	135	150.014	342.005	48.979	0.097	2.704	2.039	1.031	0	1.47129842136469	0.097
3448	13542	5	172	12069	23219	1.0	20x	raw	a647	0	581.931	83.85600000000002	48.015	0.097	1.5019999999999998	5.6610000000000005	-1.0	0	4.998844064827161	0.097
3449	13543	5	90	2306	4815	1.0	20x	raw	a647	229	281.03	626.826	48.99	0.097	3.386	2.446	1.04	0	1.81227827963734	0.097
3450	13544	5	90	2306	4815	1.0	20x	raw	a647	229	280.0	630.943	55.988	0.097	3.335	4.711	1.098	0	3.57755520592506	0.097
3451	13545	5	63	3567	7781	1.0	20x	raw	a647	89	209.048	212.046	49.041	0.097	1.896	4.845	1.053	0	4.16414998291784	0.097
3452	13546	5	174	13851	28037	1.0	20x	raw	a647	153	645.881	390.996	55.976000000000006	0.097	1.985	2.859	1.023	0	2.4652918201001497	0.097
3453	13547	5	21	8613	17164	1.0	20x	raw	a647	200	46.862	560.982	50.169	0.097	4.163	2.27	1.0	0	2.32363137172065	0.097
3455	13549	5	188	1632	3799	1.0	20x	raw	a647	126	606.922	294.936	50.975	0.097	1.088	4.06	1.019	0	2.76003527002382	0.097
3456	13550	5	199	9391	15900	1.0	20x	raw	a647	50	655.01	150.936	52.02	0.097	1.7080000000000002	2.69	1.087	0	2.60107638194207	0.097
3458	13552	5	119	3885	8311	1.0	20x	raw	a647	243	344.0019999999999	643.75	53.957	0.097	4.776	2.838	1.052	0	0.961119209733194	0.097
3459	13553	5	56	7374	15971	1.0	20x	raw	a647	82	164.926	196.055	51.056	0.097	3.854	3.182	1.073	0	3.5429238350602903	0.097
3460	13554	5	174	13851	28037	1.0	20x	raw	a647	0	653.002	396.817	55.007	0.097	2.599	5.221	-1.0	0	3.38807215239885	0.097
3462	13556	5	64	2223	5310	1.0	20x	raw	a647	0	189.952	89.035	50.14100000000001	0.097	1.381	6.34	-1.0	0	3.2456219169769	0.097
3463	13557	5	174	13851	28037	1.0	20x	raw	a647	153	629.0790000000002	389.014	55.006	0.097	2.998	3.3	1.071	0	3.51281039853873	0.097
3464	13558	5	98	5796	12295	1.0	20x	raw	a647	180	290.938	464.026	53.971	0.096	3.669	2.115	1.088	0	2.1031570968209	0.096
3465	13559	5	33	4806	9364	1.0	20x	raw	a647	87	105.059	201.061	55.927	0.096	1.651	3.771	1.005	0	2.01614387741178	0.096
3466	13560	5	158	4725	10934	1.0	20x	raw	a647	230	511.009	608.0930000000002	50.964	0.096	1.446	2.927	1.093	0	2.78366745949955	0.096
3467	13561	5	172	12069	23219	1.0	20x	raw	a647	0	593.944	47.978	54.972	0.096	2.071	5.124	-1.0	0	5.28369201258184	0.096
